Brand,Model Name,Year,Price (USD),Mileage (km),Condition,City,Color,Battery (kWh),Range (km),Power (kW),0-100 km/h (s),Seller Type,Charging Type,Date Listed,Source
BYD,BYD Han,2024,56154.35255160872,0.0,New,Battambang,Silver,76.9/85.4,500-610,180,3.9,Dealer,GB-T/CCS2,22-01-2025,Synthetic (New Formula)
Zeekr,Zeekr 007,2023,61878.79088453732,0.0,Fair,Phnom Penh,Red,75/100,530-688,310,3.5,Private,GB-T/CCS2,3/2/2025,Synthetic (New Formula)
BYD,BYD Atto 2,2024,23865.11489406609,7924.0,New,Siem Reap,White,45.1,312-401,130,7.9,Authorized Dealer,GB-T/CCS2,23-05-2025,Synthetic (New Formula)
BYD,BYD M9,2024,70636.01265534144,54229.0,Like New,Phnom Penh,Blue,52,180 PHEV,180,,Authorized Dealer,GB-T/CCS2,11/4/2025,Synthetic (New Formula)
VinFast,VinFast VF 6,2025,24381.016204644995,1100.0,Excellent,Phnom Penh,Grey,59.6,399,110,,Private,GB-T/CCS2,16-09-2023,Synthetic (New Formula)
BYD,BYD Atto 3,2024,29844.507472441084,1111.0,New,Kampong Cham,Silver,50/60.5,340-420,150,7.3,Dealer,GB-T/CCS2,13-10-2023,Synthetic (New Formula)
BYD,BYD Dolphin,2020,26962.36167401949,1108.0,New,Phnom Penh,Silver,44.9/60.5,310-420,70,7.5,Dealer,GB-T/CCS2,3/5/2025,Synthetic (New Formula)
BYD,BYD Atto 2,2023,26284.898960382106,29853.0,Good,Phnom Penh,Grey,45.1,312-401,130,7.9,Private,GB-T/CCS2,24-08-2025,Synthetic (New Formula)
MG,MG ZS EV,2023,28041.927180585295,2142.0,Excellent,Phnom Penh,Silver,50.3/72.6,320-440,115,8.6,Private,GB-T/CCS2,25-04-2020,Synthetic (New Formula)
MG,MG 5,2022,24257.72348139787,56784.0,Excellent,Phnom Penh,Black,61.1,403,130,7.7,Dealer,GB-T/CCS2,16-09-2025,Synthetic (New Formula)
Toyota,Toyota bZ4X,2024,46604.413048228285,16966.0,Good,Phnom Penh,Pearl White,71.4,500,150,7.1,Private,GB-T/CCS2,7/1/2023,Synthetic (New Formula)
Denza,Denza D9,2024,81074.31211986176,0.0,Like New,Battambang,Silver,103,600,230,6.9,Authorized Dealer,GB-T/CCS2,18-04-2022,Synthetic (New Formula)
Tesla,Tesla Model 3,2022,54774.215168266936,54229.0,New,Phnom Penh,White,60/82,430-576,208,6.1,Dealer,GB-T/CCS2,18-11-2023,Synthetic (New Formula)
Tesla,Tesla Model Y,2022,61874.15428226363,9774.0,New,Phnom Penh,White,60/75/82,430-600,220,6.9,Dealer,GB-T/CCS2,19-01-2021,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2024,42041.51971013142,4995.0,New,Phnom Penh,White,58/72.6,354-488,125,7.4,Private,GB-T/CCS2,23-04-2023,Synthetic (New Formula)
BYD,BYD Tang,2025,59295.56438206245,0.0,Excellent,Preah Vihear,Black,86.4/108.8,400-530,180,4.6,Private,GB-T/CCS2,21-05-2023,Synthetic (New Formula)
Kia,Kia EV6,2024,52349.0141362515,31528.0,Good,Phnom Penh,Black,77.4,484,168,7.1,Dealer,GB-T/CCS2,20-06-2022,Synthetic (New Formula)
BYD,BYD Sealion 6,2021,47715.79977912494,4240.0,Like New,Phnom Penh,Black,18.3,80-100 PHEV,145,8.5,Dealer,GB-T/CCS2,16-11-2024,Synthetic (New Formula)
MG,MG 5,2021,22824.429119806984,8760.0,Excellent,Kep,Red,61.1,403,130,7.7,Dealer,GB-T/CCS2,23-09-2020,Synthetic (New Formula)
MG,MG 5,2025,24089.137804275288,44820.0,New,Phnom Penh,Black,61.1,403,130,7.7,Dealer,GB-T/CCS2,16-09-2025,Synthetic (New Formula)
Avatr,Avatr 11,2022,74135.3343374887,43734.0,Good,Phnom Penh,Blue,90/116,555-700,230,3.9,Authorized Dealer,GB-T/CCS2,18-08-2022,Synthetic (New Formula)
BYD,BYD Seal,2024,34545.14916738774,1060.0,New,Phnom Penh,Cosmos Black,61.4/82.5,400-550,150,3.8,Private,GB-T/CCS2,8/8/2023,Synthetic (New Formula)
Toyota,Toyota bZ4X,2023,49222.59175348415,14196.0,New,Battambang,Silver,71.4,500,150,7.1,Authorized Dealer,GB-T/CCS2,24-05-2023,Synthetic (New Formula)
BYD,BYD Han,2025,61407.71077309213,25164.0,Excellent,Siem Reap,Black,76.9/85.4,500-610,180,3.9,Private,GB-T/CCS2,19-01-2023,Synthetic (New Formula)
BYD,BYD Atto 2,2024,23545.621524338116,10881.0,New,Siem Reap,White,45.1,312-401,130,7.9,Authorized Dealer,GB-T/CCS2,23-05-2025,Synthetic (New Formula)
BYD,BYD Han,2024,63600.62778259631,32973.0,Like New,Kampot,White,76.9/85.4,500-610,180,3.9,Private,GB-T/CCS2,26-12-2020,Synthetic (New Formula)
Tesla,Tesla Model 3,2023,46962.57078061003,7512.0,New,Battambang,Grey,60/82,430-576,208,6.1,Dealer,GB-T/CCS2,20-08-2025,Synthetic (New Formula)
Tesla,Tesla Model 3,2022,46662.78384315645,29841.0,Good,Battambang,Grey,60/82,430-576,208,6.1,Authorized Dealer,GB-T/CCS2,19-10-2022,Synthetic (New Formula)
BYD,BYD Dolphin,2022,26243.5396415079,20856.0,Good,Sihanoukville,Silver,44.9/60.5,310-420,70,7.5,Dealer,GB-T/CCS2,7/7/2024,Synthetic (New Formula)
Nissan,Nissan Leaf,2024,28517.906830929,10030.0,Good,Phnom Penh,Black,40/62,240-385,110,7.0,Private,GB-T/CCS2,11/2/2020,Synthetic (New Formula)
BYD,BYD Tang,2025,61680.42616185964,14729.0,Good,Phnom Penh,Black,86.4/108.8,400-530,180,4.6,Private,GB-T/CCS2,17-09-2024,Synthetic (New Formula)
MG,MG ZS EV,2025,28236.83642386374,18180.0,New,Phnom Penh,Cosmos Black,50.3/72.6,320-440,115,8.6,Authorized Dealer,GB-T/CCS2,9/11/2021,Synthetic (New Formula)
BYD,BYD Dolphin,2025,27383.99156523147,37296.0,Excellent,Phnom Penh,White,44.9/60.5,310-420,70,7.5,Dealer,GB-T/CCS2,4/1/2023,Synthetic (New Formula)
Avatr,Avatr 11,2024,67295.28785122675,15521.0,Like New,Battambang,White,90/116,555-700,230,3.9,Private,GB-T/CCS2,18-05-2022,Synthetic (New Formula)
Tesla,Tesla Model 3,2022,46565.26761848853,10153.0,Like New,Battambang,Grey,60/82,430-576,208,6.1,Dealer,GB-T/CCS2,20-08-2025,Synthetic (New Formula)
AION,AION ES,2025,30811.145076635006,22097.0,Like New,Phnom Penh,White,55.6,410,150,7.5,Authorized Dealer,GB-T/CCS2,2/5/2025,Synthetic (New Formula)
Zeekr,Zeekr 007,2021,67034.39547586956,7008.0,New,Preah Vihear,Grey,75/100,530-688,310,3.5,Authorized Dealer,GB-T/CCS2,16-09-2024,Synthetic (New Formula)
Tesla,Tesla Model 3,2024,44929.00696141346,0.0,Good,Kep,Black,60/82,430-576,208,6.1,Authorized Dealer,GB-T/CCS2,23-07-2024,Synthetic (New Formula)
Zeekr,Zeekr 007,2021,65399.42906388552,4132.0,New,Phnom Penh,Silver,75/100,530-688,310,3.5,Dealer,GB-T/CCS2,12/8/2025,Synthetic (New Formula)
BYD,BYD Han,2021,70214.47011745264,24384.0,New,Phnom Penh,White,76.9/85.4,500-610,180,3.9,Authorized Dealer,GB-T/CCS2,6/7/2020,Synthetic (New Formula)
Zeekr,Zeekr 001,2023,69249.34359025685,5226.0,Like New,Phnom Penh,Silver,86/100,560-620,200,3.3,Private,GB-T/CCS2,15-12-2022,Synthetic (New Formula)
XPeng,XPeng G6,2022,46151.49737706285,3468.0,New,Phnom Penh,Blue,66/87.5,435-570,190,6.2,Dealer,GB-T/CCS2,25-09-2023,Synthetic (New Formula)
Zeekr,Zeekr X,2023,54463.39588759709,4425.0,Excellent,Koh Kong,Grey,66,440,200,5.6,Dealer,GB-T/CCS2,23-05-2024,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2023,42896.729740849885,12265.0,Like New,Battambang,Green,58/72.6,354-488,125,7.4,Dealer,GB-T/CCS2,20-01-2023,Synthetic (New Formula)
Avatr,Avatr 11,2023,69127.18689084734,7224.0,Excellent,Siem Reap,Red,90/116,555-700,230,3.9,Private,GB-T/CCS2,4/4/2024,Synthetic (New Formula)
Denza,Denza D9,2023,86725.39214008907,17034.0,Like New,Battambang,Silver,103,600,230,6.9,Authorized Dealer,GB-T/CCS2,16-07-2023,Synthetic (New Formula)
Tesla,Tesla Model Y,2020,63840.06896876002,15195.0,Like New,Phnom Penh,Cosmos Black,60/75/82,430-600,220,6.9,Authorized Dealer,GB-T/CCS2,2/1/2023,Synthetic (New Formula)
Leapmotor,Leapmotor T03,2024,12814.043264285487,8325.0,Excellent,Phnom Penh,White,41.3,403,80,,Private,GB-T/CCS2,28-05-2023,Synthetic (New Formula)
Kia,Kia EV5,2025,34719.43340858732,8998.0,Like New,Phnom Penh,Silver,64.2/88,400-600,160,7.5,Dealer,GB-T/CCS2,28-06-2023,Synthetic (New Formula)
VinFast,VinFast VF 6,2024,25433.647911922653,10700.0,Like New,Phnom Penh,Silver,59.6,399,110,,Private,GB-T/CCS2,5/2/2024,Synthetic (New Formula)
Avatr,Avatr 11,2023,69149.16604790314,12480.0,Excellent,Phnom Penh,Grey,90/116,555-700,230,3.9,Authorized Dealer,GB-T/CCS2,9/2/2023,Synthetic (New Formula)
BYD,BYD Han,2023,58378.53534792673,0.0,Like New,Siem Reap,Black,76.9/85.4,500-610,180,3.9,Private,GB-T/CCS2,19-01-2023,Synthetic (New Formula)
Denza,Denza D9,2022,86057.79884260427,10700.0,Excellent,Phnom Penh,Blue,103,600,230,6.9,Private,GB-T/CCS2,1/5/2025,Synthetic (New Formula)
Kia,Kia EV9,2024,83327.29155255941,38418.0,Excellent,Phnom Penh,Cosmos Black,99.8,541,283,5.3,Dealer,GB-T/CCS2,15-08-2024,Synthetic (New Formula)
Kia,Kia EV9,2024,74903.56743052669,11090.0,New,Phnom Penh,White,99.8,541,283,5.3,Authorized Dealer,GB-T/CCS2,22-08-2025,Synthetic (New Formula)
VinFast,VinFast VF 9,2023,64120.12333812452,1720.0,New,Siem Reap,Black,123,438,300,6.5,Private,GB-T/CCS2,21-07-2024,Synthetic (New Formula)
Nissan,Nissan Leaf,2024,27480.447909428003,14170.0,New,Phnom Penh,White,40/62,240-385,110,7.0,Dealer,GB-T/CCS2,24-11-2024,Synthetic (New Formula)
VinFast,VinFast VF 6,2024,25894.724696360096,8272.0,Excellent,Sihanoukville,White,59.6,399,110,,Private,GB-T/CCS2,18-03-2023,Synthetic (New Formula)
AION,AION Y Plus,2025,33972.54762158788,15372.0,New,Phnom Penh,Silver,51.9/63.9,410-510,150,7.8,Authorized Dealer,GB-T/CCS2,2/1/2025,Synthetic (New Formula)
Zeekr,Zeekr 001,2023,81109.92772925165,33528.0,Good,Preah Vihear,Silver,86/100,560-620,200,3.3,Authorized Dealer,GB-T/CCS2,5/6/2025,Synthetic (New Formula)
BYD,BYD Han,2024,58964.32694034103,25885.0,New,Phnom Penh,Orange,76.9/85.4,500-610,180,3.9,Authorized Dealer,GB-T/CCS2,9/9/2021,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2022,46419.466019827625,5190.0,New,Siem Reap,White,58/72.6,354-488,125,7.4,Authorized Dealer,GB-T/CCS2,12/9/2021,Synthetic (New Formula)
AITO,AITO M5,2022,49443.30370837475,36618.0,Good,Kep,Cosmos Black,40,200 PHEV,200,4.8,Dealer,GB-T/CCS2,10/12/2022,Synthetic (New Formula)
BYD,BYD Seal 5,2025,22830.071153182857,43513.0,New,Sihanoukville,Red,15.8,80 PHEV,110,7.9,Authorized Dealer,GB-T/CCS2,4/7/2025,Synthetic (New Formula)
Arcfox,Arcfox Koala S,2023,31731.662224879485,56784.0,New,Phnom Penh,Black,42.8,301,120,8.5,Dealer,GB-T/CCS2,5/4/2024,Synthetic (New Formula)
BYD,BYD Seal 5,2024,20571.425140998042,4640.0,New,Sihanoukville,Silver,15.8,80 PHEV,110,7.9,Authorized Dealer,GB-T/CCS2,2/1/2025,Synthetic (New Formula)
Kia,Kia EV9,2025,73493.34539966086,8720.0,Good,Sihanoukville,White,99.8,541,283,5.3,Dealer,GB-T/CCS2,28-12-2023,Synthetic (New Formula)
BYD,BYD Tang,2024,64727.79062631755,17034.0,Like New,Phnom Penh,Silver,86.4/108.8,400-530,180,4.6,Private,GB-T/CCS2,12/1/2024,Synthetic (New Formula)
Toyota,Toyota bZ4X,2025,50328.24156189207,24384.0,New,Phnom Penh,Pearl White,71.4,500,150,7.1,Private,GB-T/CCS2,28-04-2024,Synthetic (New Formula)
Nissan,Nissan Leaf,2024,28672.47085091221,5346.0,Like New,Kampong Cham,Green,40/62,240-385,110,7.0,Authorized Dealer,GB-T/CCS2,13-11-2021,Synthetic (New Formula)
BYD,BYD Atto 3,2022,33639.05319847981,24384.0,Excellent,Phnom Penh,Black,50/60.5,340-420,150,7.3,Private,GB-T/CCS2,12/7/2023,Synthetic (New Formula)
Denza,Denza D9,2024,85028.84882749153,8325.0,New,Phnom Penh,Grey,103,600,230,6.9,Private,GB-T/CCS2,28-10-2022,Synthetic (New Formula)
XPeng,XPeng G6,2023,47293.63811107015,12844.0,New,Phnom Penh,Blue,66/87.5,435-570,190,6.2,Dealer,GB-T/CCS2,25-09-2023,Synthetic (New Formula)
VinFast,VinFast VF 8,2023,41050.74443255203,0.0,New,Kampong Cham,Blue,82/87.5,420-500,150,5.5,Dealer,GB-T/CCS2,12/5/2025,Synthetic (New Formula)
Zeekr,Zeekr 007,2022,65954.50802328269,4132.0,Excellent,Phnom Penh,Red,75/100,530-688,310,3.5,Dealer,GB-T/CCS2,8/5/2025,Synthetic (New Formula)
Tesla,Tesla Model Y,2024,55022.231997130155,4025.0,New,Sihanoukville,White,60/75/82,430-600,220,6.9,Dealer,GB-T/CCS2,28-12-2021,Synthetic (New Formula)
Zeekr,Zeekr X,2025,57632.074638896636,27638.0,Fair,Phnom Penh,Black,66,440,200,5.6,Authorized Dealer,GB-T/CCS2,16-11-2024,Synthetic (New Formula)
BMW,BMW iX1,2024,57256.93046289864,8808.0,New,Phnom Penh,Grey,64.7,417,150,8.6,Private,GB-T/CCS2,16-07-2024,Synthetic (New Formula)
Deepal,Deepal S07,2022,52690.15633186669,26900.0,New,Phnom Penh,Silver,31.6/80,200 PHEV,190,6.7,Private,GB-T/CCS2,20-06-2024,Synthetic (New Formula)
Denza,Denza D9,2024,85743.15667792657,33528.0,New,Siem Reap,White,103,600,230,6.9,Authorized Dealer,GB-T/CCS2,8/1/2023,Synthetic (New Formula)
Nissan,Nissan Leaf,2024,28402.544875700838,0.0,Like New,Sihanoukville,Grey,40/62,240-385,110,7.0,Dealer,GB-T/CCS2,15-11-2023,Synthetic (New Formula)
Deepal,Deepal L07,2024,48679.94346606032,31426.0,Excellent,Phnom Penh,White,31.6,200 PHEV,160,7.3,Dealer,GB-T/CCS2,26-08-2025,Synthetic (New Formula)
BYD,BYD Han,2022,62147.95200362974,866.0,New,Phnom Penh,Grey,76.9/85.4,500-610,180,3.9,Authorized Dealer,GB-T/CCS2,10/9/2023,Synthetic (New Formula)
Deepal,Deepal S07,2025,51414.86465069209,23722.0,New,Phnom Penh,White,31.6/80,200 PHEV,190,6.7,Dealer,GB-T/CCS2,24-09-2024,Synthetic (New Formula)
Xiaomi,Xiaomi SU7,2021,85170.28541625083,41750.0,Like New,Phnom Penh,Silver,73.6/94.3,495-830,220,5.3,Dealer,GB-T/CCS2,3/12/2024,Synthetic (New Formula)
MG,MG 4 EV,2024,26823.060300502344,33012.0,Fair,Phnom Penh,White,51/64/77,350-520,125,7.7,Dealer,GB-T/CCS2,27-07-2024,Synthetic (New Formula)
VinFast,VinFast VF 6,2022,25709.339513682753,0.0,Like New,Sihanoukville,Silver,59.6,399,110,,Dealer,GB-T/CCS2,27-08-2025,Synthetic (New Formula)
AION,AION ES,2025,31210.03195189244,37398.0,Like New,Sihanoukville,Blue,55.6,410,150,7.5,Authorized Dealer,GB-T/CCS2,8/6/2024,Synthetic (New Formula)
VinFast,VinFast VF 8,2022,51919.973532465265,59472.0,Excellent,Kampong Cham,Blue,82/87.5,420-500,150,5.5,Dealer,GB-T/CCS2,12/5/2025,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2025,41681.802118414125,17385.0,Excellent,Phnom Penh,White,58/72.6,354-488,125,7.4,Authorized Dealer,GB-T/CCS2,25-08-2022,Synthetic (New Formula)
Zeekr,Zeekr 001,2022,77851.1354710643,15195.0,New,Sihanoukville,Blue,86/100,560-620,200,3.3,Private,GB-T/CCS2,11/8/2023,Synthetic (New Formula)
BMW,BMW iX1,2024,58490.213604860706,20660.0,Like New,Sihanoukville,Grey,64.7,417,150,8.6,Private,GB-T/CCS2,27-02-2025,Synthetic (New Formula)
BYD,BYD Seal,2025,33186.68249190209,895.0,Like New,Siem Reap,Grey,61.4/82.5,400-550,150,3.8,Authorized Dealer,GB-T/CCS2,17-05-2025,Synthetic (New Formula)
BYD,BYD Tang,2024,59783.57079201183,5226.0,Excellent,Battambang,White,86.4/108.8,400-530,180,4.6,Private,GB-T/CCS2,10/4/2025,Synthetic (New Formula)
Tesla,Tesla Model Y,2024,62478.202734629805,33635.0,Like New,Phnom Penh,White,60/75/82,430-600,220,6.9,Private,GB-T/CCS2,14-05-2022,Synthetic (New Formula)
VinFast,VinFast VF 9,2020,82238.40758147623,40663.0,Good,Siem Reap,Blue,123,438,300,6.5,Private,GB-T/CCS2,24-04-2024,Synthetic (New Formula)
Mercedes,Mercedes EQB,2022,67005.55413340563,0.0,Like New,Preah Vihear,Silver,66.5,419,168,8.0,Authorized Dealer,GB-T/CCS2,16-05-2022,Synthetic (New Formula)
AION,AION V,2022,41014.29532964471,27690.0,Like New,Phnom Penh,White,68.8/80,480-610,165,7.1,Dealer,GB-T/CCS2,1/8/2025,Synthetic (New Formula)
MG,MG 5,2024,19603.87437306946,5346.0,Good,Phnom Penh,Black,61.1,403,130,7.7,Dealer,GB-T/CCS2,1/5/2023,Synthetic (New Formula)
Leapmotor,Leapmotor T03,2021,14236.752422508001,18496.0,Excellent,Phnom Penh,Cosmos Black,41.3,403,80,,Private,GB-T/CCS2,5/2/2023,Synthetic (New Formula)
Kia,Kia EV6,2024,53260.61412053308,41328.0,Like New,Phnom Penh,White,77.4,484,168,7.1,Private,GB-T/CCS2,18-02-2023,Synthetic (New Formula)
Kia,Kia EV6,2024,50671.89359943939,8071.0,Like New,Phnom Penh,White,77.4,484,168,7.1,Authorized Dealer,GB-T/CCS2,5/9/2022,Synthetic (New Formula)
Mercedes,Mercedes EQB,2022,65646.0412589725,18700.0,New,Kampot,Cosmos Black,66.5,419,168,8.0,Dealer,GB-T/CCS2,16-02-2022,Synthetic (New Formula)
Zeekr,Zeekr 001,2024,84160.6185782136,61672.0,New,Phnom Penh,Black,86/100,560-620,200,3.3,Authorized Dealer,GB-T/CCS2,3/10/2025,Synthetic (New Formula)
Nissan,Nissan Leaf,2024,29011.48476997086,8720.0,New,Phnom Penh,Red,40/62,240-385,110,7.0,Dealer,GB-T/CCS2,15-07-2025,Synthetic (New Formula)
BYD,BYD Seal,2024,40161.49220538687,56601.0,New,Sihanoukville,White,61.4/82.5,400-550,150,3.8,Dealer,GB-T/CCS2,2/11/2023,Synthetic (New Formula)
Tesla,Tesla Model Y,2023,57931.54819969557,0.0,New,Phnom Penh,White,60/75/82,430-600,220,6.9,Private,GB-T/CCS2,14-05-2022,Synthetic (New Formula)
BMW,BMW iX1,2025,55807.012736356686,12573.0,New,Phnom Penh,Black,64.7,417,150,8.6,Authorized Dealer,GB-T/CCS2,23-08-2022,Synthetic (New Formula)
Mercedes,Mercedes EQB,2022,71004.52348642105,28890.0,New,Phnom Penh,Blue,66.5,419,168,8.0,Dealer,GB-T/CCS2,14-05-2025,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2024,47911.93188116969,55440.0,Excellent,Kampong Cham,Blue,58/72.6,354-488,125,7.4,Private,GB-T/CCS2,8/10/2023,Synthetic (New Formula)
MG,MG 5,2025,22727.921391864907,23400.0,Excellent,Sihanoukville,Silver,61.1,403,130,7.7,Authorized Dealer,GB-T/CCS2,22-03-2020,Synthetic (New Formula)
VinFast,VinFast VF 6,2021,26040.787429522366,0.0,New,Phnom Penh,White,59.6,399,110,,Dealer,GB-T/CCS2,23-08-2024,Synthetic (New Formula)
Avatr,Avatr 11,2023,68562.52073772755,25048.0,New,Phnom Penh,Blue,90/116,555-700,230,3.9,Authorized Dealer,GB-T/CCS2,18-08-2022,Synthetic (New Formula)
AITO,AITO M5,2024,51630.095274762,37398.0,Good,Phnom Penh,Black,40,200 PHEV,200,4.8,Private,GB-T/CCS2,17-04-2025,Synthetic (New Formula)
BMW,BMW iX1,2021,58030.219798610015,0.0,Like New,Phnom Penh,White,64.7,417,150,8.6,Private,GB-T/CCS2,9/1/2024,Synthetic (New Formula)
AITO,AITO M5,2025,47223.44361222814,43440.0,Good,Kep,Cosmos Black,40,200 PHEV,200,4.8,Dealer,GB-T/CCS2,10/12/2022,Synthetic (New Formula)
Nissan,Nissan Leaf,2024,28383.043703342755,8832.0,New,Battambang,Black,40/62,240-385,110,7.0,Private,GB-T/CCS2,26-02-2022,Synthetic (New Formula)
Mercedes,Mercedes EQB,2023,69741.6287581276,35800.0,New,Phnom Penh,Orange,66.5,419,168,8.0,Authorized Dealer,GB-T/CCS2,15-10-2023,Synthetic (New Formula)
MG,MG 5,2023,23717.4887112061,38988.0,New,Phnom Penh,Black,61.1,403,130,7.7,Dealer,GB-T/CCS2,16-09-2025,Synthetic (New Formula)
Mercedes,Mercedes EQB,2024,68658.99134944359,43440.0,Excellent,Sihanoukville,Red,66.5,419,168,8.0,Dealer,GB-T/CCS2,26-07-2024,Synthetic (New Formula)
Zeekr,Zeekr X,2022,58537.92648461499,24248.0,Like New,Koh Kong,Grey,66,440,200,5.6,Dealer,GB-T/CCS2,23-05-2024,Synthetic (New Formula)
BMW,BMW iX1,2023,57473.247999996645,5525.0,New,Phnom Penh,Black,64.7,417,150,8.6,Authorized Dealer,GB-T/CCS2,6/10/2025,Synthetic (New Formula)
Kia,Kia EV9,2025,68829.95200994541,4250.0,Fair,Sihanoukville,White,99.8,541,283,5.3,Dealer,GB-T/CCS2,28-12-2023,Synthetic (New Formula)
Mercedes,Mercedes EQB,2024,72152.93627710761,37296.0,Like New,Phnom Penh,Orange,66.5,419,168,8.0,Authorized Dealer,GB-T/CCS2,15-10-2023,Synthetic (New Formula)
BYD,BYD Tang,2023,66044.22229413067,25048.0,Fair,Phnom Penh,Red,86.4/108.8,400-530,180,4.6,Authorized Dealer,GB-T/CCS2,15-10-2022,Synthetic (New Formula)
Toyota,Toyota bZ4X,2025,51177.51302743301,58023.0,Excellent,Phnom Penh,Black,71.4,500,150,7.1,Private,GB-T/CCS2,9/11/2023,Synthetic (New Formula)
MG,MG 5,2024,21219.712515073476,8832.0,Fair,Preah Vihear,Grey,61.1,403,130,7.7,Authorized Dealer,GB-T/CCS2,25-09-2022,Synthetic (New Formula)
Avatr,Avatr 07,2024,45613.38212149546,3444.0,New,Preah Vihear,Black,62.2/100.5,420-621,190,4.9,Authorized Dealer,GB-T/CCS2,21-12-2024,Synthetic (New Formula)
Tesla,Tesla Model 3,2024,46251.594914306355,20330.0,Like New,Siem Reap,Silver,60/82,430-576,208,6.1,Authorized Dealer,GB-T/CCS2,23-03-2020,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 6,2025,60978.81991650943,55440.0,New,Phnom Penh,Black,53/77.4,429-614,151,8.1,Dealer,GB-T/CCS2,10/11/2023,Synthetic (New Formula)
Mercedes,Mercedes EQB,2023,65846.748349115,20330.0,Excellent,Kampot,White,66.5,419,168,8.0,Dealer,GB-T/CCS2,28-08-2025,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 6,2023,56104.51515662654,14196.0,Like New,Phnom Penh,Blue,53/77.4,429-614,151,8.1,Dealer,GB-T/CCS2,15-01-2024,Synthetic (New Formula)
Hyundai,Hyundai Ioniq 5,2023,44453.9753107198,24574.0,Excellent,Phnom Penh,Blue,58/72.6,354-488,125,7.4,Authorized Dealer,GB-T/CCS2,9/2/2025,Synthetic (New Formula)
Deepal,Deepal S07,2025,53625.60599044362,33635.0,New,Phnom Penh,White,31.6/80,200 PHEV,190,6.7,Private,GB-T/CCS2,18-05-2025,Synthetic (New Formula)
Denza,Denza D9,2025,77438.05660934976,1183.0,Excellent,Phnom Penh,Pearl White,103,600,230,6.9,Authorized Dealer,GB-T/CCS2,16-08-2025,Synthetic (New Formula)
MG,MG 4 EV,2024,27013.20983892307,18202.0,Good,Phnom Penh,Grey,51/64/77,350-520,125,7.7,Dealer,GB-T/CCS2,28-08-2022,Synthetic (New Formula)
Mercedes,Mercedes EQB,2023,61671.71474933378,12844.0,Excellent,Phnom Penh,Red,66.5,419,168,8.0,Dealer,GB-T/CCS2,16-08-2022,Synthetic (New Formula)
Zeekr,Zeekr 001,2023,76992.73206118912,37350.0,New,Kampong Cham,Blue,86/100,560-620,200,3.3,Private,GB-T/CCS2,5/5/2023,Synthetic (New Formula)
XPeng,XPeng G6,2025,45372.764986233706,39790.0,Like New,Siem Reap,Silver,66/87.5,435-570,190,6.2,Private,GB-T/CCS2,11/10/2024,Synthetic (New Formula)
VinFast,VinFast VF 9,2024,66951.9124050955,27347.0,New,Phnom Penh,Orange,123,438,300,6.5,Authorized Dealer,GB-T/CCS2,24-08-2023,Synthetic (New Formula)
AION,AION V,2024,43644.543464411014,58023.0,New,Phnom Penh,White,68.8/80,480-610,165,7.1,Dealer,GB-T/CCS2,1/8/2025,Synthetic (New Formula)
MG,MG 5,2023,21580.310553572683,17034.0,Like New,Siem Reap,Black,61.1,403,130,7.7,Authorized Dealer,GB-T/CCS2,9/5/2025,Synthetic (New Formula)
BYD,BYD Seagull,2024,19775.823535232346,14235.0,Like New,Preah Vihear,White,30/38.88,190-305,55,,Private,GB-T/CCS2,17-03-2023,Synthetic (New Formula)
Kia,Kia EV9,2024,75082.28286699463,24525.0,Like New,Sihanoukville,White,99.8,541,283,5.3,Dealer,GB-T/CCS2,28-12-2023,Synthetic (New Formula)
Zeekr,Zeekr 001,2022,73266.98868732067,1060.0,New,Preah Vihear,Silver,86/100,560-620,200,3.3,Authorized Dealer,GB-T/CCS2,5/6/2025,Synthetic (New Formula)
XPeng,XPeng G6,2025,47088.40660495208,15376.0,Excellent,Phnom Penh,Grey,66/87.5,435-570,190,6.2,Authorized Dealer,GB-T/CCS2,27-01-2025,Synthetic (New Formula)
AION,AION ES,2024,29867.074036849037,0.0,New,Phnom Penh,White,55.6,410,150,7.5,Authorized Dealer,GB-T/CCS2,2/5/2025,Synthetic (New Formula)
Nissan,Nissan Leaf,2023,29155.788473364464,8325.0,Fair,Kampot,Black,40/62,240-385,110,7.0,Authorized Dealer,GB-T/CCS2,4/8/2021,Synthetic (New Formula)
BYD,BYD Seagull,2023,18980.227410189436,0.0,New,Battambang,Black,30/38.88,190-305,55,,Authorized Dealer,GB-T/CCS2,14-01-2025,Synthetic (New Formula)
BMW,BMW iX1,2024,58568.52591971543,39970.0,Like New,Phnom Penh,Silver,64.7,417,150,8.6,Private,GB-T/CCS2,7/4/2022,Synthetic (New Formula)
Deepal,Deepal S07,2023,57282.053693808375,52871.0,Like New,Kampot,White,31.6/80,200 PHEV,190,6.7,Dealer,GB-T/CCS2,4/12/2024,Synthetic (New Formula)
